DataSet;Project;Package;Class;Method;Smell;Multiclass;Severity;ATFD_method;FDP_method;MAXNESTING_method;LOC_method;CYCLO_method;NOLV_method;NOAV_method;FANOUT_method;CFNAMM_method;ATLD_method;CINT_method;CDISP_method;AMW_type;ATFD_type;CFNAMM_type;DIT_type;FANOUT_type;LCOM5_type;LOCNAMM_type;LOC_package;LOC_type;NIM_type;NOA_type;NOCS_package;NOCS_project;NOMNAMM_project;NOMNAMM_type;NOM_project;RFC_type;TCC_type;WMCNAMM_type;WMC_type;WOC_type;NOM_type;AMWNAMM_type;NOCS_type;NOM_package;NOMNAMM_package;LOCNAMM_package;LOC_project;LOCNAMM_project;NOAM_type;NOP_method;MaMCL_method;MeMCL_method;CLNAMM_method;num_not_final_not_static_attributes;number_private_visibility_attributes
large_class;osu.Game;osu.Game.Screens.Play;SquareGraph;;1;2;11;0;0;1;3;1;1;1;0;0;0;0;0;2.5;17;12;1;8;0.59375;139;5557;249;5;8;64;2310;2800;1;6032;10;1;20;20;0;8;20;1;271;94;2209;139981;60472;0;1;0;0;0;7;8
large_class;osu.Game;osu.Game.Screens.Play.HUD;DefaultHealthDisplay;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;6;0;1;0;0.6666666666666667;70;1894;109;4;6;22;2310;2800;2;6032;8;0;4;4;0.25;4;2;0;100;26;705;139981;60472;0;1;0;0;0;1;6
large_class;osu.Game;osu.Game.Screens.Play.HUD;GameplayLeaderboard;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;2;0;1;0;0.33333333333333337;28;1894;68;4;1;22;2310;2800;2;6032;4;0;6;6;0.5;4;3;0;100;26;705;139981;60472;0;1;0;0;0;0;1
long_method;osu.Game;osu.Game.Screens.Play.HUD;GameplayLeaderboardScore;load(OsuColour colours);1;1;4;0;4;0;157;1;6;6;1;2;40;5;0.2;2;12;3;1;1;0.5;56;1894;283;3;12;22;2310;2800;1;6032;4;0;6;6;0;3;6;0;100;26;705;139981;60472;0;1;3;2.5833333333333335;1;8;9
long_method;osu.Game;osu.Game.Screens.Play.HUD;GameplayLeaderboardScore;updateState();0;0;0;0;0;2;31;4;0;0;0;0;9;0;0;2;12;3;1;1;0.5;56;1894;283;3;12;22;2310;2800;1;6032;4;0;6;6;0;3;6;0;100;26;705;139981;60472;0;0;2;2;0;8;9
long_method;osu.Game;osu.Game.Screens.Play.HUD;HitErrorDisplay;createColour(Anchor anchor);0;0;0;0;0;0;15;3;3;4;0;1;9;0;0;3125;5;3;1;1;0.7142857142857143;30;1894;135;8;5;22;2310;2800;1;6032;9;0;25;25;0;8;25;0;100;26;705;139981;60472;0;1;0;0;1;0;5
long_method;osu.Game;osu.Game.Screens.Play.HUD;HitErrorDisplay;typeChanged(ValueChangedEvent<ScoreMeterType> type);0;0;0;0;1;1;44;11;2;2;0;0;13;0;0;3125;5;3;1;1;0.7142857142857143;30;1894;135;8;5;22;2310;2800;1;6032;9;0;25;25;0;8;25;0;100;26;705;139981;60472;0;1;2;2;0;0;5
long_method;osu.Game;osu.Game.Screens.Play.HUD;LegacyComboCounter;onCountIncrement(int currentValue, int newValue);0;0;0;0;0;1;18;2;3;5;0;2;14;0;0;1.6470588235294117;10;12;1;1;0.81875;63;1894;234;17;10;22;2310;2800;3;6032;18;0;28;28;0;17;9.333333333333334;0;100;26;705;139981;60472;0;2;2;2;2;6;10
large_class;osu.Game;osu.Game.Screens.Play.HUD;LegacyComboCounter;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;1.6470588235294117;10;12;1;1;0.81875;63;1894;234;17;10;22;2310;2800;3;6032;18;0;28;28;0;17;9.333333333333334;0;100;26;705;139981;60472;0;1;0;0;0;6;10
data_class;osu.Game;osu.Game.Screens.Play.HUD;ModDisplay;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5714285714285714;6;5;1;0;0.7222222222222223;67;1894;120;7;6;22;2310;2800;3;6032;7;0;11;11;0;7;3.6666666666666665;0;100;26;705;139981;60472;0;1;0;0;0;2;4
long_method;osu.Game;osu.Game.Screens.Play.HUD;MultiplayerGameplayLeaderboard;usersChanged(object sender, NotifyCollectionChangedEventArgs e);0;0;0;0;2;3;16;5;2;2;4;4;8;4;1;2.5;9;9;1;8;0.44999999999999996;64;1894;158;6;4;22;2310;2800;0;6032;15;1;20;20;0.25;8;0;1;100;26;705;139981;60472;0;2;3;2.25;0;1;4
large_class;osu.Game;osu.Game.Screens.Play.HUD;PlayerSettingsOverlay;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.3333333333333335;4;0;1;0;625;40;1894;57;3;4;22;2310;2800;0;6032;3;0.3333333333333333;7;7;0;3;0;0;100;26;705;139981;60472;0;1;0;0;0;1;1
long_method;osu.Game;osu.Game.Screens.Play.HUD;SkinnableScoreCounter;load(OsuConfigManager config);0;0;0;0;2;1;21;4;2;2;0;0;9;0;0;2.5;2;1;2;1;0;16;1894;48;2;2;22;2310;2800;0;6032;27;0;5;5;0;2;0;0;100;26;705;139981;60472;0;1;2;2;0;2;2
long_method;osu.Game;osu.Game.Screens.Play.HUD.HitErrorMeters;BarHitErrorMeter;load(OsuColour colours);1;1;4;0;0;0;85;2;1;10;0;1;29;0;0;2.5;16;8;1;4;0.5833333333333333;67;467;262;5;15;9;2310;2800;0;6032;16;1;15;15;0.16666666666666666;6;0;1;16;4;192;139981;60472;0;1;0;0;1;7;15
large_class;osu.Game;osu.Game.Screens.Play.HUD.HitErrorMeters;BarHitErrorMeter;;1;2;11;0;0;1;3;1;1;1;0;0;0;0;0;2.5;16;8;1;4;0.5833333333333333;67;467;262;5;15;9;2310;2800;0;6032;16;1;15;15;0.16666666666666666;6;0;1;16;4;192;139981;60472;0;1;0;0;0;7;15
long_method;osu.Game;osu.Game.Screens.Play.HUD.HitErrorMeters;HitErrorMeter;GetColourForHitResult(HitResult result);0;0;0;0;2;1;23;7;1;1;0;0;14;0;0;4;1;0;1;0;1;12;467;38;2;1;9;2310;2800;2;6032;2;0;8;8;0;2;4;0;16;4;192;139981;60472;0;1;0;0;0;0;0
large_class;osu.Game;osu.Game.Screens.Play.PlayerSettings;VisualSettings;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;6;0;1;0;0;42;341;52;1;6;9;2310;2800;0;6032;11;0;1;1;0;1;0;0;14;6;253;139981;60472;0;1;0;0;0;0;6
long_method;osu.Game;osu.Game.Screens.Ranking;ReplayDownloadButton;load(OsuGame game, ScoreManager scores);0;0;0;0;5;1;45;6;4;4;1;2;25;1;1;5;2;2;1;1;0;36;1217;98;2;2;14;2310;2800;0;6032;18;0;10;10;0;2;0;0;44;12;496;139981;60472;0;2;2;2;2;2;2
long_method;osu.Game;osu.Game.Screens.Ranking;ScorePanel;updateState();1;1;4;0;2;2;57;8;5;5;0;0;40;0;0;2.8333333333333335;28;2;1;1;0.7142857142857143;113;1217;287;6;28;14;2310;2800;0;6032;7;0;17;17;0.3333333333333333;6;0;0;44;12;496;139981;60472;0;0;2;2;0;13;24
large_class;osu.Game;osu.Game.Screens.Ranking;ScorePanel;;1;2;11;0;0;1;3;1;1;1;0;0;0;0;0;2.8333333333333335;28;2;1;1;0.7142857142857143;113;1217;287;6;28;14;2310;2800;0;6032;7;0;17;17;0.3333333333333333;6;0;0;44;12;496;139981;60472;0;1;0;0;0;13;24
long_method;osu.Game;osu.Game.Screens.Ranking;ScorePanelList;AddScore(ScoreInfo score, bool isNewLocalScore = false);0;0;0;5;3;3;45;6;6;8;2;2;21;3;0.6666666666666666;2.25;18;5;1;7;0.6984126984126984;159;1217;312;8;9;14;2310;2800;3;6032;11;0.8095238095238095;27;27;0.5;12;9;2;44;12;496;139981;60472;0;2;2;2;0;3;7
long_method;osu.Game;osu.Game.Screens.Ranking.Contracted;ContractedPanelMiddleContent;load();1;1;4;0;7;0;154;1;1;3;6;8;39;8;0.75;1.3333333333333333;1;8;1;7;0.5;18;223;199;3;1;2;2310;2800;2;6032;10;0;4;4;0;3;2;0;4;2;30;139981;60472;0;0;3;2.3333333333333335;2;0;1
large_class;osu.Game;osu.Game.Screens.Ranking.Contracted;ContractedPanelMiddleContent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.3333333333333333;1;8;1;7;0.5;18;223;199;3;1;2;2310;2800;2;6032;10;0;4;4;0;3;2;0;4;2;30;139981;60472;0;1;0;0;0;0;1
long_method;osu.Game;osu.Game.Screens.Ranking.Expanded;ExpandedPanelMiddleContent;load(BeatmapDifficultyCache beatmapDifficultyCache);1;2;5;0;14;1;194;5;12;12;10;14;76;20;0.5;4;6;16;1;12;0;31;410;254;2;6;4;2310;2800;0;6032;18;0;8;8;0;2;0;0;6;2;78;139981;60472;0;1;3;2.32;0;2;6
long_method;osu.Game;osu.Game.Screens.Ranking.Expanded;ExpandedPanelMiddleContent;LoadComplete();0;0;0;0;2;3;27;3;1;1;2;2;13;2;1;4;6;16;1;12;0;31;410;254;2;6;4;2310;2800;0;6032;18;0;8;8;0;2;0;0;6;2;78;139981;60472;0;0;2;2;0;2;6
large_class;osu.Game;osu.Game.Screens.Ranking.Expanded;ExpandedPanelMiddleContent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;4;6;16;1;12;0;31;410;254;2;6;4;2310;2800;0;6032;18;0;8;8;0;2;0;0;6;2;78;139981;60472;0;1;0;0;0;2;6
long_method;osu.Game;osu.Game.Screens.Ranking.Expanded.Accuracy;AccuracyCircle;inverseEasing(Easing easing, double targetValue);0;0;0;0;0;1;18;2;6;6;1;2;6;2;0.5;3;17;11;1;8;0.5098039215686274;73;596;259;4;17;5;2310;2800;1;6032;14;0;12;12;0;4;12;0;12;2;235;139981;60472;0;2;2;2;0;5;9
long_method;osu.Game;osu.Game.Screens.Ranking.Expanded.Accuracy;AccuracyCircle;load(AudioManager audio);1;1;4;0;3;1;128;3;1;2;1;3;36;7;0.14285714285714285;3;17;11;1;8;0.5098039215686274;73;596;259;4;17;5;2310;2800;1;6032;14;0;12;12;0;4;12;0;12;2;235;139981;60472;0;1;2;2;6;5;9
long_method;osu.Game;osu.Game.Screens.Ranking.Expanded.Accuracy;AccuracyCircle;LoadComplete();1;1;4;0;2;3;33;5;1;1;4;4;24;5;0.8;3;17;11;1;8;0.5098039215686274;73;596;259;4;17;5;2310;2800;1;6032;14;0;12;12;0;4;12;0;12;2;235;139981;60472;0;0;2;2;0;5;9
long_method;osu.Game;osu.Game.Screens.Ranking.Expanded.Accuracy;RankText;Appear();0;0;0;4;1;2;36;5;0;0;1;1;11;1;1;3;8;4;1;4;0;21;596;119;2;4;5;2310;2800;0;6032;5;0;6;6;0.5;2;0;0;12;2;235;139981;60472;0;0;2;2;0;3;4
long_method;osu.Game;osu.Game.Screens.Ranking.Statistics;HitEventTimingDistributionGraph;load();1;1;4;0;5;1;99;6;14;14;4;9;30;12;0.3333333333333333;6;5;9;1;4;0;53;650;152;1;5;13;2310;2800;0;6032;10;0;6;6;0;1;0;1;15;8;341;139981;60472;0;0;2;2;0;0;5
large_class;osu.Game;osu.Game.Screens.Ranking.Statistics;SimpleStatisticTable;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.5;3;5;1;1;0.22222222222222232;49;650;103;4;3;13;2310;2800;1;6032;6;0;10;10;0;4;10;1;15;8;341;139981;60472;0;1;0;0;0;1;3
long_method;osu.Game;osu.Game.Screens.Ranking.Statistics;StatisticsPanel;populateStatistics(ValueChangedEvent<ScoreInfo> score);1;2;5;0;1;2;89;7;9;9;3;3;20;3;1;2;5;4;1;4;0.76;42;650;149;6;5;13;2310;2800;3;6032;9;0;12;12;0;6;4;0;15;8;341;139981;60472;0;1;3;2.05;0;1;3
long_method;osu.Game;osu.Game.Screens.Select;BeatmapCarousel;applyActiveCriteria(bool debounce, bool alwaysResetScrollPosition = true);0;0;0;0;1;2;27;5;2;3;1;3;12;1;1;3.6842105263157894;51;85;1;43;0.9303030303030303;279;4757;929;33;30;46;2310;2800;13;6032;83;0.06666666666666667;140;140;0.3157894736842105;38;10.76923076923077;3;171;66;1789;139981;60472;0;2;2;2;1;20;22
long_method;osu.Game;osu.Game.Screens.Select;BeatmapCarousel;load(OsuConfigManager config);0;0;0;0;4;1;21;2;2;5;1;3;35;1;1;3.6842105263157894;51;85;1;43;0.9303030303030303;279;4757;929;33;30;46;2310;2800;13;6032;83;0.06666666666666667;140;140;0.3157894736842105;38;10.76923076923077;3;171;66;1789;139981;60472;0;1;3;2.3333333333333335;2;20;22
long_method;osu.Game;osu.Game.Screens.Select;BeatmapCarousel;OnKeyDown(KeyDownEvent e);0;0;0;0;0;2;17;6;1;4;0;1;9;0;0;3.6842105263157894;51;85;1;43;0.9303030303030303;279;4757;929;33;30;46;2310;2800;13;6032;83;0.06666666666666667;140;140;0.3157894736842105;38;10.76923076923077;3;171;66;1789;139981;60472;0;1;0;0;2;20;22
long_method;osu.Game;osu.Game.Screens.Select;BeatmapCarousel;SelectPreviousRandom();0;0;0;2;2;3;15;4;1;2;3;4;15;3;1;3.6842105263157894;51;85;1;43;0.9303030303030303;279;4757;929;33;30;46;2310;2800;13;6032;83;0.06666666666666667;140;140;0.3157894736842105;38;10.76923076923077;3;171;66;1789;139981;60472;0;0;2;2;1;20;22
long_method;osu.Game;osu.Game.Screens.Select;BeatmapCarousel;Update();1;2;5;0;5;4;74;14;5;15;1;5;73;1;1;3.6842105263157894;51;85;1;43;0.9303030303030303;279;4757;929;33;30;46;2310;2800;13;6032;83;0.06666666666666667;140;140;0.3157894736842105;38;10.76923076923077;3;171;66;1789;139981;60472;0;0;2;2;5;20;22
long_method;osu.Game;osu.Game.Screens.Select;BeatmapCarousel;UpdateBeatmapSet(BeatmapSetInfo beatmapSet);0;0;0;3;6;0;33;5;6;14;3;0;0;5;0.6;3.6842105263157894;51;85;1;43;0.9303030303030303;279;4757;929;33;30;46;2310;2800;13;6032;83;0.06666666666666667;140;140;0.3157894736842105;38;10.76923076923077;3;171;66;1789;139981;60472;0;1;3;2.1666666666666665;3;20;22
long_method;osu.Game;osu.Game.Screens.Select;BeatmapCarousel;updateYPositions();1;1;4;0;6;5;66;11;2;2;2;3;31;3;0.6666666666666666;3.6842105263157894;51;85;1;43;0.9303030303030303;279;4757;929;33;30;46;2310;2800;13;6032;83;0.06666666666666667;140;140;0.3157894736842105;38;10.76923076923077;3;171;66;1789;139981;60472;0;0;2;2;0;20;22
large_class;osu.Game;osu.Game.Screens.Select;BeatmapCarousel;;1;3;12;0;0;1;3;1;1;1;0;0;0;0;0;3.6842105263157894;51;85;1;43;0.9303030303030303;279;4757;929;33;30;46;2310;2800;13;6032;83;0.06666666666666667;140;140;0.3157894736842105;38;10.76923076923077;3;171;66;1789;139981;60472;0;1;0;0;0;20;22
data_class;osu.Game;osu.Game.Screens.Select;BeatmapDetailAreaLeaderboardTabItem;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;1;0;1;0;0;14;4757;14;0;1;46;2310;2800;0;6032;6;0;0;0;0;0;0;0;171;66;1789;139981;60472;0;1;0;0;0;0;0
data_class;osu.Game;osu.Game.Screens.Select;BeatmapDetailAreaTabControl;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;5;0;1;0;0;62;4757;88;2;5;46;2310;2800;0;6032;2;0;3;3;0;2;0;0;171;66;1789;139981;60472;0;1;0;0;0;1;3
long_method;osu.Game;osu.Game.Screens.Select;BeatmapDetails;updateStatistics();1;1;4;0;5;1;61;7;5;7;2;3;44;2;1;3.25;16;4;1;3;0.4375;219;4757;337;3;13;46;2310;2800;0;6032;6;0;13;13;0;4;0;2;171;66;1789;139981;60472;0;0;2;2;4;2;13
large_class;osu.Game;osu.Game.Screens.Select;BeatmapDetails;;1;2;11;0;0;1;3;1;1;1;0;0;0;0;0;3.25;16;4;1;3;0.4375;219;4757;337;3;13;46;2310;2800;0;6032;6;0;13;13;0;4;0;2;171;66;1789;139981;60472;0;1;0;0;0;2;13
long_method;osu.Game;osu.Game.Screens.Select;FilterControl;CreateCriteria();0;0;0;4;2;1;22;3;2;2;0;0;20;0;0;1625;16;3;1;3;0.7380952380952381;30;4757;201;8;12;46;2310;2800;2;6032;11;0.2;13;13;0.5;8;6.5;0;171;66;1789;139981;60472;0;0;2;2;0;6;10
large_class;osu.Game;osu.Game.Screens.Select;FilterControl;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1625;16;3;1;3;0.7380952380952381;30;4757;201;8;12;46;2310;2800;2;6032;11;0.2;13;13;0.5;8;6.5;0;171;66;1789;139981;60472;0;1;0;0;0;6;10
data_class;osu.Game;osu.Game.Screens.Select;FilterCriteria;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;4.25;30;3;1;4;0;79;4757;122;0;19;46;2310;2800;0;6032;0;0;17;17;1;4;0;0;171;66;1789;139981;60472;0;1;0;0;0;19;1
long_method;osu.Game;osu.Game.Screens.Select;FilterQueryParser;parseKeywordCriteria(FilterCriteria criteria, string key, string value, string op);0;0;0;0;1;1;47;4;5;26;2;11;56;2;1;4.8;1;17;1;10;0.8888888888888888;16;4757;201;0;1;46;2310;2800;9;6032;24;0;48;48;0;10;5.333333333333333;0;171;66;1789;139981;60472;0;4;2;2;17;0;1
long_method;osu.Game;osu.Game.Screens.Select;FilterQueryParser;updateCriteriaRange(ref FilterCriteria.OptionalRange<double> range, string op, double value, double tolerance = 0.05);0;0;0;0;1;1;32;10;4;4;0;0;6;0;0;4.8;1;17;1;10;0.8888888888888888;16;4757;201;0;1;46;2310;2800;9;6032;24;0;48;48;0;10;5.333333333333333;0;171;66;1789;139981;60472;0;4;0;0;0;0;1
large_class;osu.Game;osu.Game.Screens.Select;FilterQueryParser;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;4.8;1;17;1;10;0.8888888888888888;16;4757;201;0;1;46;2310;2800;9;6032;24;0;48;48;0;10;5.333333333333333;0;171;66;1789;139981;60472;0;1;0;0;0;0;1
data_class;osu.Game;osu.Game.Screens.Select;FooterButton;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.2857142857142858;12;2;1;2;0.8472222222222222;92;4757;163;7;12;46;2310;2800;0;6032;14;0.19047619047619047;9;9;0;7;0;0;171;66;1789;139981;60472;0;1;0;0;0;6;4
long_method;osu.Game;osu.Game.Screens.Select;LocalScoreDeleteDialog;load();0;0;0;0;4;0;23;1;2;2;3;3;21;3;1;1;1;3;1;3;0;13;4757;40;1;1;46;2310;2800;0;6032;17;0;1;1;0;1;0;0;171;66;1789;139981;60472;0;0;2;2;0;0;1
large_class;osu.Game;osu.Game.Screens.Select;PlayBeatmapDetailArea;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;3.1666666666666665;3;3;1;5;0.7333333333333334;32;4757;135;6;3;46;2310;2800;3;6032;19;0.3333333333333333;19;19;0.16666666666666666;6;6.333333333333333;0;171;66;1789;139981;60472;0;1;0;0;0;2;2
long_method;osu.Game;osu.Game.Screens.Select;SongSelect;LogoArriving(OsuLogo logo, bool resuming);0;0;0;0;1;1;26;2;3;6;1;2;20;1;1;2.861111111111111;27;69;2;43;0.9394463667820069;178;4757;850;35;17;46;2310;2800;14;6032;112;0.011695906432748537;103;103;0.25;36;7.357142857142857;2;171;66;1789;139981;60472;0;2;2;2;1;11;15
long_method;osu.Game;osu.Game.Screens.Select;SongSelect;OnResuming(IScreen last);0;0;0;3;3;1;30;3;1;1;4;6;21;5;0.8;2.861111111111111;27;69;2;43;0.9394463667820069;178;4757;850;35;17;46;2310;2800;14;6032;112;0.011695906432748537;103;103;0.25;36;7.357142857142857;2;171;66;1789;139981;60472;0;1;3;2125;1;11;15
long_method;osu.Game;osu.Game.Screens.Select;SongSelect;performUpdateSelected();1;1;4;0;5;3;62;10;3;5;5;8;36;5;1;2.861111111111111;27;69;2;43;0.9394463667820069;178;4757;850;35;17;46;2310;2800;14;6032;112;0.011695906432748537;103;103;0.25;36;7.357142857142857;2;171;66;1789;139981;60472;0;0;3;2.076923076923077;2;11;15
long_method;osu.Game;osu.Game.Screens.Select;SongSelect;workingBeatmapChanged(ValueChangedEvent<WorkingBeatmap> e);0;0;0;0;2;2;27;6;2;2;2;3;14;2;1;2.861111111111111;27;69;2;43;0.9394463667820069;178;4757;850;35;17;46;2310;2800;14;6032;112;0.011695906432748537;103;103;0.25;36;7.357142857142857;2;171;66;1789;139981;60472;0;1;5;2.4285714285714284;1;11;15
long_method;osu.Game;osu.Game.Screens.Select.Carousel;CarouselBeatmapSet;CompareTo(FilterCriteria criteria, CarouselItem other);0;0;0;15;7;1;30;10;5;9;3;4;33;5;0.6;4.2;18;15;3;11;625;43;1422;100;5;2;14;2310;2800;2;6032;44;0.16666666666666666;21;21;0.6;5;10.5;0;70;24;551;139981;60472;0;2;4;2.4;3;2;0
large_class;osu.Game;osu.Game.Screens.Select.Carousel;CarouselGroup;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.6;6;8;1;6;375;40;1422;79;5;2;14;2310;2800;1;6032;18;0.6;8;8;0.8;5;8;0;70;24;551;139981;60472;0;1;0;0;0;2;1
long_method;osu.Game;osu.Game.Screens.Select.Carousel;DrawableCarouselBeatmap;load(BeatmapManager manager, SongSelect songSelect);1;1;4;0;7;2;101;4;3;3;2;2;35;3;0.6666666666666666;2.142857142857143;12;12;1;12;0.7222222222222223;46;1422;245;7;12;14;2310;2800;0;6032;29;0.3;15;15;0;7;0;0;70;24;551;139981;60472;0;2;2;2;0;8;10
feature_envy;osu.Game;osu.Game.Screens.Select.Carousel;DrawableCarouselBeatmap;load(BeatmapManager manager, SongSelect songSelect);0;0;0;0;7;2;101;4;3;3;2;2;35;3;0.6666666666666666;2.142857142857143;12;12;1;12;0.7222222222222223;46;1422;245;7;12;14;2310;2800;0;6032;29;0.3;15;15;0;7;0;0;70;24;551;139981;60472;0;2;2;2;0;8;10
long_method;osu.Game;osu.Game.Screens.Select.Carousel;DrawableCarouselBeatmapSet;updateBeatmapDifficulties();0;0;0;0;4;2;36;5;7;9;2;6;25;5;0.4;3;6;17;1;11;0.8148148148148149;71;1422;254;10;6;14;2310;2800;5;6032;35;0;30;30;0;10;6;0;70;24;551;139981;60472;0;0;3;2.1666666666666665;2;5;5
large_class;osu.Game;osu.Game.Screens.Select.Carousel;DrawableCarouselBeatmapSet;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;3;6;17;1;11;0.8148148148148149;71;1422;254;10;6;14;2310;2800;5;6032;35;0;30;30;0;10;6;0;70;24;551;139981;60472;0;1;0;0;0;5;5
long_method;osu.Game;osu.Game.Screens.Select.Carousel;DrawableCarouselItem;ApplyState();0;0;0;0;2;1;24;5;0;0;1;3;9;1;1;1.6363636363636365;6;5;1;2;0.88;80;1422;150;11;5;14;2310;2800;7;6032;12;0.16666666666666666;18;18;0.18181818181818182;11;2.5714285714285716;0;70;24;551;139981;60472;0;0;2;2;2;1;1
long_method;osu.Game;osu.Game.Screens.Select.Carousel;DrawableCarouselItem;UpdateItem();0;0;0;0;3;2;18;4;0;0;0;0;11;0;0;1.6363636363636365;6;5;1;2;0.88;80;1422;150;11;5;14;2310;2800;7;6032;12;0.16666666666666666;18;18;0.18181818181818182;11;2.5714285714285716;0;70;24;551;139981;60472;0;0;3;2.5;0;1;1
data_class;osu.Game;osu.Game.Screens.Select.Carousel;FilterableDifficultyIcon;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;2;0;1;0;0;19;1422;24;1;2;14;2310;2800;0;6032;8;0;1;1;0;1;0;0;70;24;551;139981;60472;0;1;0;0;0;0;1
long_method;osu.Game;osu.Game.Screens.Select.Leaderboards;BeatmapLeaderboard;FetchScores(Action<IEnumerable<ScoreInfo>>scoresCallback);1;2;5;0;10;3;68;18;13;13;5;11;58;12;0.4166666666666667;4;4;13;1;9;0.75;65;160;160;6;4;1;2310;2800;2;6032;44;0.16666666666666666;24;24;0;6;12;0;6;2;65;139981;60472;0;1;3;2.4285714285714284;0;4;3
data_class;osu.Game;osu.Game.Screens.Select.Leaderboards;BeatmapLeaderboard;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;4;4;13;1;9;0.75;65;160;160;6;4;1;2310;2800;2;6032;44;0.16666666666666666;24;24;0;6;12;0;6;2;65;139981;60472;0;1;0;0;0;4;3
long_method;osu.Game;osu.Game.Screens.Select.Options;BeatmapOptionsOverlay;AddButton(string firstLine, string secondLine, IconUsage icon, Color4 colour, Action action);0;0;0;0;1;0;17;1;6;6;1;1;12;1;1;2.75;6;2;1;2;0.33333333333333337;51;251;114;4;6;2;2310;2800;0;6032;23;1;11;11;0.25;4;0;0;8;0;161;139981;60472;0;5;2;2;0;0;6
large_class;osu.Game;osu.Game.Skinning;DefaultSkin;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.75;1;0;1;0;0;12;3074;33;4;0;59;2310;2800;4;6032;15;0;7;7;1;4;1.75;0;165;86;1380;139981;60472;0;1;0;0;0;0;0
data_class;osu.Game;osu.Game.Skinning;GameplaySkinComponent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;1;0;1;0;0;15;3074;15;0;1;59;2310;2800;0;6032;0;0;0;0;0;0;0;0;165;86;1380;139981;60472;0;1;0;0;0;0;0
data_class;osu.Game;osu.Game.Skinning;HUDSkinComponent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;1;0;1;0;0;14;3074;14;0;1;59;2310;2800;0;6032;0;0;0;0;0;0;0;0;165;86;1380;139981;60472;0;1;0;0;0;0;0
large_class;osu.Game;osu.Game.Skinning;LegacyBeatmapSkin;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2;2;2;2;4;0;15;3074;42;2;0;59;2310;2800;3;6032;40;0;6;6;0.6666666666666666;3;2;0;165;86;1380;139981;60472;0;1;0;0;0;0;0
long_method;osu.Game;osu.Game.Skinning;LegacyJudgementPieceOld;PlayAnimation();0;0;0;1;1;1;41;4;5;5;0;0;9;0;0;2.5;3;0;1;0;0;19;3074;61;2;2;59;2310;2800;1;6032;2;0;5;5;1;2;5;0;165;86;1380;139981;60472;0;0;2;2;0;0;2
data_class;osu.Game;osu.Game.Skinning;LegacyManiaSkinConfiguration;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;15;0;1;0;0;49;3074;52;0;15;59;2310;2800;0;6032;0;0;0;0;0;0;0;0;165;86;1380;139981;60472;0;1;0;0;0;7;1
large_class;osu.Game;osu.Game.Skinning;LegacyManiaSkinDecoder;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;6.75;2;19;3;15;0;14;3074;141;4;2;59;2310;2800;1;6032;33;1;27;27;0;4;27;0;165;86;1380;139981;60472;0;1;0;0;0;1;2
long_method;osu.Game;osu.Game.Skinning;LegacySkin;GetConfig(TLookup lookup);0;0;0;2;3;3;42;7;3;9;2;6;88;2;1;7.142857142857143;19;33;1;19;0.9038461538461539;97;3074;482;14;4;59;2310;2800;10;6032;45;0.2;100;100;0.2857142857142857;14;10;0;165;86;1380;139981;60472;0;1;3;2.2;2;2;2
long_method;osu.Game;osu.Game.Skinning;LegacySkin;GetDrawableComponent(ISkinComponent component);1;1;4;13;5;3;58;12;3;8;2;5;60;2;1;7.142857142857143;19;33;1;19;0.9038461538461539;97;3074;482;14;4;59;2310;2800;10;6032;45;0.2;100;100;0.2857142857142857;14;10;0;165;86;1380;139981;60472;0;1;2;2;2;2;2
